Domain name,Domain type,Agency,City,State,Local municipality,Country,ORGNR,Sektorkode
sprakrad.no,Federal agency,Språkrådet,Oslo,Oslo,Oslo,Norway,971527404,6100 - Stats- og trygdeforvaltningen
sprakradet.no,Federal agency,Språkrådet,Oslo,Oslo,Oslo,Norway,971527404,6100 - Stats- og trygdeforvaltningen
sprakval.no,Federal agency,Høgskolen I Østfold,Halden,Østfold,Halden,Norway,971567376,6100 - Stats- og trygdeforvaltningen
sprakvalg.no,Federal agency,Høgskolen I Østfold,Halden,Østfold,Halden,Norway,971567376,6100 - Stats- og trygdeforvaltningen
spraakloyper.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
srff.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
srlf.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
ssb.no,Federal agency,Statistisk Sentralbyrå,Oslo,Oslo,Oslo,Norway,971526920,6100 - Stats- og trygdeforvaltningen
sshf.no,Federal agency,Sørlandet Sykehus Hf,Kristiansand S,Vest-Agder,Kristiansand,Norway,983975240,6100 - Stats- og trygdeforvaltningen
ssn-norway.no,Federal agency,Kystverket,Ålesund,Møre og Romsdal,Ålesund,Norway,874783242,6100 - Stats- og trygdeforvaltningen
sso.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
sso-suite.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
sso-talentjakten.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
ssounderground.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
sso-underground.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
ssrf.no,Federal agency,Konfliktrådene,Oslo,Oslo,Oslo,Norway,986074465,6100 - Stats- og trygdeforvaltningen
stabburshanan.no,Federal agency,Vitenparken Campus Ås,Ås,Akershus,Ås,Norway,971255730,6100 - Stats- og trygdeforvaltningen
stambord.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
stami.no,Federal agency,Statens Arbeidsmiljøinstitutt,Oslo,Oslo,Oslo,Norway,874761222,6100 - Stats- og trygdeforvaltningen
stamiweber.no,Federal agency,Statens Arbeidsmiljøinstitutt,Oslo,Oslo,Oslo,Norway,874761222,6100 - Stats- og trygdeforvaltningen
standardbudsjett.no,Federal agency,Statens Institutt For Forbruksforskning Sifo,Oslo,Oslo,Oslo,Norway,971036885,6100 - Stats- og trygdeforvaltningen
starteogdrivebedrift.no,Federal agency,Registerenheten I Brønnøysund,Brønnøysund,Nordland,Brønnøy,Norway,974760673,6100 - Stats- og trygdeforvaltningen
starteogdrivebedriftdagen.no,Federal agency,Registerenheten I Brønnøysund,Brønnøysund,Nordland,Brønnøy,Norway,974760673,6100 - Stats- og trygdeforvaltningen
startlan.no,Federal agency,Husbanken,Bodø,Buskerud,Drammen,Norway,942114184,3900 - Statlige låneinstitutter mv.
startlaan.no,Federal agency,Husbanken,Bodø,Buskerud,Drammen,Norway,942114184,3900 - Statlige låneinstitutter mv.
startpakke.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
stat.no,Federal agency,Departementenes Sikkerhets- og Serviceorganisasjon (Dss),Oslo,Oslo,Oslo,Norway,974761424,6100 - Stats- og trygdeforvaltningen
statbedrift.no,Federal agency,Fylkesmannen I Oppland,Lillehammer,Oppland,Lillehammer,Norway,970350934,6100 - Stats- og trygdeforvaltningen
staten.no,Federal agency,Statsministerens Kontor,Oslo,Oslo,Oslo,Norway,972417777,6100 - Stats- og trygdeforvaltningen
statensbarnehus.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-bergen.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-bergen.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-hamar.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-hamar.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-kristiansand.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-kristiansand.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-oslo.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-oslo.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-stavanger.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-stavanger.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-tromso.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-tromso.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statens-barnehus-trondheim.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbarnehus-trondheim.no,Federal agency,Politidirektoratet,Oslo,Oslo,Oslo,Norway,982531950,6100 - Stats- og trygdeforvaltningen
statensbyggeskikkpris.no,Federal agency,Husbanken,Bodø,Buskerud,Drammen,Norway,942114184,3900 - Statlige låneinstitutter mv.
statens-dykkerskole.no,Federal agency,Høgskolen I Bergen,Bergen,Hordaland,Bergen,Norway,974652366,6100 - Stats- og trygdeforvaltningen
statensfagskole.no,Federal agency,Vea - Statens Fagskole For Gartnere og Blomsterdekoratører,Moelv,Hedmark,Ringsaker,Norway,870961642,6100 - Stats- og trygdeforvaltningen
statensfjellstuer.no,Federal agency,Statens Reindriftsforvaltning,Alta,Finnmark,Alta,Norway,974629925,6100 - Stats- og trygdeforvaltningen
statenshavarikommisjon.no,Federal agency,Statens Havarikommisjon For Transport,Lillestrøm,Akershus,Skedsmo,Norway,881143712,6100 - Stats- og trygdeforvaltningen
statenshelsetilsyn.no,Federal agency,Statens Helsetilsyn,Oslo,Oslo,Oslo,Norway,974761394,6100 - Stats- og trygdeforvaltningen
statensidrettskonferanse.no,Federal agency,Kulturdepartementet,Oslo,Oslo,Oslo,Norway,972417866,6100 - Stats- og trygdeforvaltningen
statensinnkrevingssentral.no,Federal agency,Statens Innkrevingssentral,Mo I Rana,Nordland,Rana,Norway,971648198,6100 - Stats- og trygdeforvaltningen
statens-innkrevingssentral.no,Federal agency,Statens Innkrevingssentral,Mo I Rana,Nordland,Rana,Norway,971648198,6100 - Stats- og trygdeforvaltningen
statensinnkrevningssentral.no,Federal agency,Statens Innkrevingssentral,Mo I Rana,Nordland,Rana,Norway,971648198,6100 - Stats- og trygdeforvaltningen
statens-innkrevningssentral.no,Federal agency,Statens Innkrevingssentral,Mo I Rana,Nordland,Rana,Norway,971648198,6100 - Stats- og trygdeforvaltningen
statensjernbanetilsyn.no,Federal agency,Statens Jernbanetilsyn,Oslo,Oslo,Oslo,Norway,979363974,6100 - Stats- og trygdeforvaltningen
statenslandbruksforvaltning.no,Federal agency,Landbruksdirektoratet,Oslo,Oslo,Oslo,Norway,981544315,6100 - Stats- og trygdeforvaltningen
statensobligasjonsfond.no,Federal agency,Folketrygdfondet,Oslo,Oslo,Oslo,Norway,971525061,6100 - Stats- og trygdeforvaltningen
statens-obligasjonsfond.no,Federal agency,Folketrygdfondet,Oslo,Oslo,Oslo,Norway,971525061,6100 - Stats- og trygdeforvaltningen
statenspensjonsfond.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
statenspensjonsfondnorge.no,Federal agency,Folketrygdfondet,Oslo,Oslo,Oslo,Norway,971525061,6100 - Stats- og trygdeforvaltningen
statensregnskap.no,Federal agency,Direktoratet For Økonomistyring,Oslo,Oslo,Oslo,Norway,986252932,6100 - Stats- og trygdeforvaltningen
statens-standardavtaler.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
statensstralevern.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
statensstrolevern.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
statensvegtilsyn.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
statensvegvesen.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
statensveitilsyn.no,Federal agency,Statens Vegvesen,Oslo,Oslo,Oslo,Norway,971032081,6100 - Stats- og trygdeforvaltningen
statistics.no,Federal agency,Statistisk Sentralbyrå,Oslo,Oslo,Oslo,Norway,971526920,6100 - Stats- og trygdeforvaltningen
statistikkbank.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
statkunst.no,Federal agency,Kunsthøgskolen I Oslo,Oslo,Oslo,Oslo,Norway,977027233,6100 - Stats- og trygdeforvaltningen
statogkirke.no,Federal agency,Kulturdepartementet,Oslo,Oslo,Oslo,Norway,972417866,6100 - Stats- og trygdeforvaltningen
statped.no,Federal agency,Statped,Oslo,Oslo,Oslo,Norway,998554640,6100 - Stats- og trygdeforvaltningen
statres.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
statsadvokat.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
statsadvokatane.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
statsadvokaten.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
statsadvokatene.no,Federal agency,Politiets Ikt-Tjenester,Oslo,Oslo,Oslo,Norway,912814076,6100 - Stats- og trygdeforvaltningen
statsarkivet.no,Federal agency,Arkivverket,Oslo,Oslo,Oslo,Norway,961181399,6100 - Stats- og trygdeforvaltningen
statsborgerprove.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
statsborgertest.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
statsborgertesten.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
statsbudsjett.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
statsbudsjettet.no,Federal agency,Finansdepartementet,Oslo,Oslo,Oslo,Norway,972417807,6100 - Stats- og trygdeforvaltningen
statskalenderen.no,Federal agency,Departementenes Sikkerhets- og Serviceorganisasjon (Dss),Oslo,Oslo,Oslo,Norway,974761424,6100 - Stats- og trygdeforvaltningen
statskirken.no,Federal agency,Kirkerådet,Oslo,Oslo,Oslo,Norway,970550259,6100 - Stats- og trygdeforvaltningen
statsminister.no,Federal agency,Statsministerens Kontor,Oslo,Oslo,Oslo,Norway,972417777,6100 - Stats- og trygdeforvaltningen
statsministeren.no,Federal agency,Statsministerens Kontor,Oslo,Oslo,Oslo,Norway,972417777,6100 - Stats- og trygdeforvaltningen
statsministerenskontor.no,Federal agency,Statsministerens Kontor,Oslo,Oslo,Oslo,Norway,972417777,6100 - Stats- og trygdeforvaltningen
statsregnskap.no,Federal agency,Direktoratet For Økonomistyring,Oslo,Oslo,Oslo,Norway,986252932,6100 - Stats- og trygdeforvaltningen
statsregnskapet.no,Federal agency,Direktoratet For Økonomistyring,Oslo,Oslo,Oslo,Norway,986252932,6100 - Stats- og trygdeforvaltningen
statsraad.no,Federal agency,Regjeringsadvokaten,Oslo,Oslo,Oslo,Norway,974761378,6100 - Stats- og trygdeforvaltningen
statsraaden.no,Federal agency,Regjeringsadvokaten,Oslo,Oslo,Oslo,Norway,974761378,6100 - Stats- og trygdeforvaltningen
statsraadene.no,Federal agency,Regjeringsadvokaten,Oslo,Oslo,Oslo,Norway,974761378,6100 - Stats- og trygdeforvaltningen
statveg.no,Federal agency,Samferdselsdepartementet,Oslo,Oslo,Oslo,Norway,972417904,6100 - Stats- og trygdeforvaltningen
statvoks.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
stavangerkonferansen.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
stavanger-universitetssjukehus.no,Federal agency,Helse Stavanger Hf,Stavanger,Rogaland,Stavanger,Norway,983974678,6100 - Stats- og trygdeforvaltningen
stavanger-universitetssykehus.no,Federal agency,Helse Stavanger Hf,Stavanger,Rogaland,Stavanger,Norway,983974678,6100 - Stats- og trygdeforvaltningen
stavanger-university.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
stavkirken.no,Federal agency,Riksantikvaren,Oslo,Oslo,Oslo,Norway,974760819,6100 - Stats- og trygdeforvaltningen
stedsanalyse.no,Federal agency,Riksantikvaren,Oslo,Oslo,Oslo,Norway,974760819,6100 - Stats- og trygdeforvaltningen
stedsutvikling.no,Federal agency,Klima- og Miljødepartementet,Oslo,Oslo,Oslo,Norway,972417882,6100 - Stats- og trygdeforvaltningen
steinfestival.no,Federal agency,Nidaros Domkirkes Restaureringsarbeider,Trondheim,Sør-Trøndelag,Trondheim,Norway,938966397,6100 - Stats- og trygdeforvaltningen
stemmerett.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
stemmerettsjubileet.no,Federal agency,"Barne-, Likestillings- og Inkluderingsdepartementet",Oslo,Oslo,Oslo,Norway,972417793,6100 - Stats- og trygdeforvaltningen
stemmerettsjubileet1913-2013.no,Federal agency,"Barne-, Likestillings- og Inkluderingsdepartementet",Oslo,Oslo,Oslo,Norway,972417793,6100 - Stats- og trygdeforvaltningen
stemmerettsjubileet2013.no,Federal agency,"Barne-, Likestillings- og Inkluderingsdepartementet",Oslo,Oslo,Oslo,Norway,972417793,6100 - Stats- og trygdeforvaltningen
sthalvardshospital.no,Federal agency,Vestre Viken Hf,Drammen,Buskerud,Drammen,Norway,894166762,6100 - Stats- og trygdeforvaltningen
sthf.no,Federal agency,Sykehuset Telemark Hf,Skien,Telemark,Skien,Norway,983975267,6100 - Stats- og trygdeforvaltningen
sthh.no,Federal agency,Vestre Viken Hf,Drammen,Buskerud,Drammen,Norway,894166762,6100 - Stats- og trygdeforvaltningen
sths.no,Federal agency,Vestre Viken Hf,Drammen,Buskerud,Drammen,Norway,894166762,6100 - Stats- og trygdeforvaltningen
stiftelseskonferansen.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
stiftelsesregisteret.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
stiftelsestilsynet.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
stiftingstilsynet.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
stipendbasen.no,Federal agency,Norges Forskningsråd,Lysaker,Oslo,Oslo,Norway,970141669,6100 - Stats- og trygdeforvaltningen
stivolda.no,Federal agency,Høgskulen I Volda,Volda,Møre og Romsdal,Volda,Norway,974809672,6100 - Stats- og trygdeforvaltningen
stoh.no,Federal agency,St Olavs Hospital Hf,Trondheim,Sør-Trøndelag,Trondheim,Norway,883974832,6100 - Stats- og trygdeforvaltningen
stolav.no,Federal agency,St Olavs Hospital Hf,Trondheim,Sør-Trøndelag,Trondheim,Norway,883974832,6100 - Stats- og trygdeforvaltningen
stolavs.no,Federal agency,St Olavs Hospital Hf,Trondheim,Sør-Trøndelag,Trondheim,Norway,883974832,6100 - Stats- og trygdeforvaltningen
stolavsleden.no,Federal agency,Riksantikvaren,Oslo,Oslo,Oslo,Norway,974760819,6100 - Stats- og trygdeforvaltningen
stonefestival.no,Federal agency,Nidaros Domkirkes Restaureringsarbeider,Trondheim,Sør-Trøndelag,Trondheim,Norway,938966397,6100 - Stats- og trygdeforvaltningen
stoppgambling.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
stoppiracy.no,Federal agency,Toll- og Avgiftsdirektoratet,Oslo,Oslo,Oslo,Norway,974761343,6100 - Stats- og trygdeforvaltningen
stop-piracy.no,Federal agency,Toll- og Avgiftsdirektoratet,Oslo,Oslo,Oslo,Norway,974761343,6100 - Stats- og trygdeforvaltningen
stoppiratene.no,Federal agency,Toll- og Avgiftsdirektoratet,Oslo,Oslo,Oslo,Norway,974761343,6100 - Stats- og trygdeforvaltningen
stoppopp.no,Federal agency,Justis- og Beredskapsdepartementet,Oslo,Oslo,Oslo,Norway,972417831,6100 - Stats- og trygdeforvaltningen
stopp-piratene.no,Federal agency,Toll- og Avgiftsdirektoratet,Oslo,Oslo,Oslo,Norway,974761343,6100 - Stats- og trygdeforvaltningen
stoppsosialdumping.no,Federal agency,Arbeidstilsynet,Trondheim,Sør-Trøndelag,Trondheim,Norway,974761211,6100 - Stats- og trygdeforvaltningen
storstavalt.no,Federal agency,Kirkerådet,Oslo,Oslo,Oslo,Norway,970550259,6100 - Stats- og trygdeforvaltningen
storting.no,Federal agency,Stortinget,Oslo,Oslo,Oslo,Norway,971524960,6100 - Stats- og trygdeforvaltningen
stortinget.no,Federal agency,Stortinget,Oslo,Oslo,Oslo,Norway,971524960,6100 - Stats- og trygdeforvaltningen
stortinget1905.no,Federal agency,Stortinget,Oslo,Oslo,Oslo,Norway,971524960,6100 - Stats- og trygdeforvaltningen
stortingspresident.no,Federal agency,Stortinget,Oslo,Oslo,Oslo,Norway,971524960,6100 - Stats- og trygdeforvaltningen
stortingspresidenten.no,Federal agency,Stortinget,Oslo,Oslo,Oslo,Norway,971524960,6100 - Stats- og trygdeforvaltningen
storulykke.no,Federal agency,Direktoratet For Samfunnssikkerhet og Beredskap (Dsb),Tønsberg,Vestfold,Tønsberg,Norway,974760983,6100 - Stats- og trygdeforvaltningen
stpd.no,Federal agency,Sør-Trøndelag Politidistrikt,Trondheim,Sør-Trøndelag,Trondheim,Norway,983998631,6100 - Stats- og trygdeforvaltningen
stralevern.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
stralevernet.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
straumpris.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
straumprisar.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
strikk7.no,Federal agency,Høgskulen I Sogn og Fjordane,Sogndal,Sogn og Fjordane,Sogndal,Norway,974246724,6100 - Stats- og trygdeforvaltningen
stromlista.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromlisten.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromoversikt.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromoversikten.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
strompris.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromprisoversikt.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromprisoversikten.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromrad.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromregningen.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
stromregninger.no,Federal agency,Forbrukerrådet,Oslo,Oslo,Oslo,Norway,871033382,6100 - Stats- og trygdeforvaltningen
straalevern.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
straalevernet.no,Federal agency,Statens Strålevern,Østerås,Akershus,Bærum,Norway,867668292,6100 - Stats- og trygdeforvaltningen
stsh.no,Federal agency,Universitetssykehuset Nord-Norge Hf,Tromsø,Troms,Tromsø,Norway,983974899,6100 - Stats- og trygdeforvaltningen
stu.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
studeantan.no,Federal agency,Sàmi Allaskuvla Samisk Høgskole,Kautokeino,Finnmark,Guovdageaidnu Kautokeino,Norway,971519363,6100 - Stats- og trygdeforvaltningen
student.stavanger.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
studentbergen.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
studentbyen.stavanger.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
studentfilm.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
studentfilmfestival.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
studentforeningen.no,Federal agency,Høgskolen I Telemark,Porsgrunn,Telemark,Porsgrunn,Norway,971544929,6100 - Stats- og trygdeforvaltningen
studentinkubator.no,Federal agency,Høgskolen I Buskerud og Vestfold,Kongsberg,Buskerud,Drammen,Norway,911770709,6100 - Stats- og trygdeforvaltningen
studentinord.no,Federal agency,Høgskolen I Narvik,Narvik,Nordland,Narvik,Norway,970921885,6100 - Stats- og trygdeforvaltningen
studentkroa.no,Federal agency,Høgskolen I Telemark,Porsgrunn,Telemark,Porsgrunn,Norway,971544929,6100 - Stats- og trygdeforvaltningen
studentmenigheten.bergen.no,Federal agency,Bjørgvin Bispedøme,Bergen,Hordaland,Bergen,Norway,974763575,6100 - Stats- og trygdeforvaltningen
studentmenigheten.no,Federal agency,Bjørgvin Bispedøme,Bergen,Hordaland,Bergen,Norway,974763575,6100 - Stats- og trygdeforvaltningen
studentombud.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
studentombudet.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
studentpolitikk.no,Federal agency,Høgskolen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,975264750,6100 - Stats- og trygdeforvaltningen
studenttv.no,Federal agency,Høgskulen I Volda,Volda,Møre og Romsdal,Volda,Norway,974809672,6100 - Stats- og trygdeforvaltningen
studeriutlandet.no,Federal agency,Senter For Internasjonalisering Av Utdanning,Bergen,Hordaland,Bergen,Norway,986339523,6100 - Stats- og trygdeforvaltningen
studiebarometer.no,Federal agency,Nasjonalt Organ For Kvalitet I Utdanningen Nokut,Lysaker,Oslo,Oslo,Norway,985042667,6100 - Stats- og trygdeforvaltningen
studiebarometeret.no,Federal agency,Nasjonalt Organ For Kvalitet I Utdanningen Nokut,Lysaker,Oslo,Oslo,Norway,985042667,6100 - Stats- og trygdeforvaltningen
studieorientering.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
studieteknikk.no,Federal agency,Høgskolen I Gjøvik,Gjøvik,Oppland,Gjøvik,Norway,970937668,6100 - Stats- og trygdeforvaltningen
studiobergen.no,Federal agency,Carte Blanche AS,Bergen,Hordaland,Bergen,Norway,957214479,6100 - Stats- og trygdeforvaltningen
studweb.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
studybergen.no,Federal agency,Kunst- og Designhøgskolen I Bergen,Bergen,Hordaland,Bergen,Norway,978615031,6100 - Stats- og trygdeforvaltningen
studyinnorway.no,Federal agency,Senter For Internasjonalisering Av Utdanning,Bergen,Hordaland,Bergen,Norway,986339523,6100 - Stats- og trygdeforvaltningen
studyinorway.no,Federal agency,Senter For Internasjonalisering Av Utdanning,Bergen,Hordaland,Bergen,Norway,986339523,6100 - Stats- og trygdeforvaltningen
studylink.no,Federal agency,Høgskolen I Telemark,Porsgrunn,Telemark,Porsgrunn,Norway,971544929,6100 - Stats- og trygdeforvaltningen
stus.no,Federal agency,Helse Stavanger Hf,Stavanger,Rogaland,Stavanger,Norway,983974678,6100 - Stats- og trygdeforvaltningen
styrekandidater.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
substans-khib.no,Federal agency,Kunst- og Designhøgskolen I Bergen,Bergen,Hordaland,Bergen,Norway,978615031,6100 - Stats- og trygdeforvaltningen
suchtbehandlung.no,Federal agency,Sørlandet Sykehus Hf,Kristiansand S,Vest-Agder,Kristiansand,Norway,983975240,6100 - Stats- og trygdeforvaltningen
